,summary,Hazard,Mitigation,Adaptation,Causes,Impacts,word
icons,4.1771417740389,0.25410363394382696,-0.31589862603519825,-0.2574896125986603,-0.3803850510488345,-0.3405395017792159,icons
game icon+s,2.1089179875431574,0.013398862695687064,0.36755358665026244,0.4259626000868004,-0.1076971064796363,-0.03835629324412848,game icon+s
500,2.3508403616177542,0.10596493618263975,0.25895573557743323,0.31736474901397116,-0.2162949575524655,-0.14695414431695786,500
icon+s 500,2.1465401799718986,0.029782001873801926,0.3498712731591976,0.40828028659573545,-0.1253794199707013,-0.056038606735193584,icon+s 500
500 cartoon,1.9959238143911937,-0.041431147535070455,0.42262159247989634,0.4810306059164341,-0.05262910065000262,0.0167117125855052,500 cartoon
magic,2.77262202890309,0.21682902256233108,0.09393514719245102,0.15234416062898887,-0.3813155459374478,-0.31197473270194,magic
spell,34.070461517606226,0.20998732799139005,-2.4147021772412,-2.3562931638046622,-0.15268723898533773,-0.2043160023070502,spell
spell icons,2.586883937597758,0.17392660678573207,0.16327456200453136,0.22168357544106929,-0.31197613112536726,-0.2426353178898597,spell icons
These,5.690543229327458,0.0835293351380776,-0.6250771139667254,-0.5666681005301873,-0.05156035244640362,-0.04151754120525489,These
assets,2.4561937719952045,0.13848823269289068,0.21511569593317484,0.2735247093697129,-0.2601349971967238,-0.19079418396121603,assets
these asset+s,2.139275691558778,0.026684077397371733,0.3532612906438336,0.4116703040803717,-0.12198940248606506,-0.0526485892505573,these asset+s
are,25.456617883855575,0.13530250532222038,-2.123247143424441,-2.064838129987903,-0.041209104274457335,-0.09290474827200962,are
asset+s are,2.0989297497662536,0.008903951518113748,0.3723010286492118,0.4307100420857497,-0.10294966448068706,-0.03360885124517923,asset+s are
available,2.0816321200506165,0.0009684752210730313,0.3805763413785236,0.43898535481506146,-0.09467435175137527,-0.025333538515867397,available
are available,2.0816321200506165,0.0009684752210730313,0.3805763413785236,0.43898535481506146,-0.09467435175137527,-0.025333538515867397,are available
available for,2.0491172971698974,-0.014490321849416978,0.3963194868231871,0.454728500259725,-0.07893120630671172,-0.009590393071204097,available for
all,8.17597591974203,0.08150018962086228,-0.9874714877219601,-0.9290624742854221,-0.017683784120739243,-0.03138566182064712,all
for all,2.8518676655081987,0.007369491165352593,0.06575449961570923,0.12416351305224696,-0.040473707517388845,0.005259865934944571,for all
kinds,5.511850884436414,0.05828880770721846,-0.5931718799512501,-0.5347628665147124,-0.021435963599142988,-0.0113099697719268,kinds
all kind+s,2.030107196749519,-0.023873735741628686,0.40564000255797505,0.464049015994513,-0.06961069057192369,-0.00026987733641590047,all kind+s
fantasy,2.0133208258351036,-0.032382620799468124,0.4139430895722602,0.47235210300879815,-0.06130760355763864,0.008033209677869175,fantasy
kind+s fantasy,2.0133208258351036,-0.032382620799468124,0.4139430895722602,0.47235210300879815,-0.06130760355763864,0.008033209677869175,kind+s fantasy
games.-,2.0012207315193207,-0.03865075032234546,0.41997124037583256,0.4783802538123703,-0.05527945275406629,0.014061360481441389,games.-
fantasy games.-,2.0012207315193207,-0.03865075032234546,0.41997124037583256,0.4783802538123703,-0.05527945275406629,0.014061360481441389,fantasy games.-
Resolution,1.99104125214885,-0.04401406683913188,0.4250708563192764,0.48347986975581425,-0.0501798368106223,0.01916097642488547,Resolution
games.- resolution,1.99104125214885,-0.04401406683913188,0.4250708563192764,0.48347986975581425,-0.0501798368106223,0.01916097642488547,games.- resolution
1024x1024px-,1.9813176134208683,-0.04921608462551048,0.42996651578910994,0.48837552922564775,-0.04528417734078891,0.024056635894718927,1024x1024px-
resolution 1024x1024px-,1.9813176134208683,-0.04921608462551048,0.42996651578910994,0.48837552922564775,-0.04528417734078891,0.024056635894718927,resolution 1024x1024px-
Number,1.9959238143911937,-0.041431147535070455,0.42262159247989634,0.4810306059164341,-0.05262910065000262,0.0167117125855052,Number
1024x1024px- number,1.9959238143911937,-0.041431147535070455,0.42262159247989634,0.4810306059164341,-0.05262910065000262,0.0167117125855052,1024x1024px- number
Files,2.0100830269311754,-0.0340486453675246,0.4155525723492101,0.47396158578574804,-0.05969812078068864,0.009642692454818922,Files
number files,2.0100830269311754,-0.0340486453675246,0.4155525723492101,0.47396158578574804,-0.05969812078068864,0.009642692454818922,number files
500-,2.0221528481407924,-0.027879105022887783,0.40956589020439227,0.4679749036409302,-0.06568480292550649,0.003656010310001233,500-
files 500+-,2.0221528481407924,-0.027879105022887783,0.40956589020439227,0.4679749036409302,-0.06568480292550649,0.003656010310001233,files 500+-
Format,2.032238964795477,-0.0228083269896709,0.4045904769110389,0.46299949034757676,-0.07066021621885993,-0.0013194029833521782,Format
500+- format,2.032238964795477,-0.0228083269896709,0.4045904769110389,0.46299949034757676,-0.07066021621885993,-0.0013194029833521782,500+- format
PNG-,2.051855402272367,-0.013160253517062005,0.3949841424012591,0.453393155837797,-0.08026655072863971,-0.010925737493132024,PNG-
format png-,2.051855402272367,-0.013160253517062005,0.3949841424012591,0.453393155837797,-0.08026655072863971,-0.010925737493132024,format png-
This,18.32519464714438,0.09434986338745112,-0.2750283779433124,-1.7361392557268682,-0.012029279101852705,-0.11390113902374395,This
png- this,2.0671094566280193,-0.005846596713089513,0.3875773668569179,0.44598638029345583,-0.08767332627298095,-0.01833251303747304,png- this
bundle,2.0856639484902812,0.0028355462042035434,0.37864135541576033,0.4370503688522983,-0.09660933771413843,-0.02726852447863068,bundle
this bundle,2.0856639484902812,0.0028355462042035434,0.37864135541576033,0.4370503688522983,-0.09660933771413843,-0.02726852447863068,this bundle
consists,2.120020865499826,0.01832243482826992,0.36230266964563407,0.4207116830821718,-0.1129480234842648,-0.043607210248757175,consists
bundle consists,2.120020865499826,0.01832243482826992,0.36230266964563407,0.4207116830821718,-0.1129480234842648,-0.043607210248757175,bundle consists
consists 500,2.0221528481407924,-0.027879105022887783,0.40956589020439227,0.4679749036409302,-0.06568480292550649,0.003656010310001233,consists 500
500 magic,2.304509292584747,0.0903489113143049,0.27886083496289543,0.3372698483994332,-0.19638985816700344,-0.12704904493149566,500 magic
categories.,2.1543094994906777,0.03306161448216519,0.3462583461568375,0.40466735959337524,-0.1289923469730613,-0.05965153373755346,categories.
icons categories.,2.1543094994906777,0.03306161448216519,0.3462583461568375,0.40466735959337524,-0.1289923469730613,-0.05965153373755346,icons categories.
categories. cold,2.0606694378514856,-0.00891458505821296,0.39069770065697046,0.44910671409350833,-0.08455299247292834,-0.015212179237420577,categories. cold
100,2.2720431376709795,0.07887211287967096,0.29304911316839954,0.3514581266049374,-0.1822015799614991,-0.11286076672599132,100
cold 100,2.043908297636783,-0.01703542213481262,0.39886479333285996,0.457273806769398,-0.07638589979703872,-0.0070450865615308954,cold 100
100 icon+s,2.304509292584747,0.0903489113143049,0.27886083496289543,0.3372698483994332,-0.19638985816700344,-0.12704904493149566,100 icon+s
/li,4.559664755219676,0.1502754656212641,-0.40352050173347453,-0.3451114882969366,-0.17374655922440188,-0.14671527783593521,/li
icon+s /li,2.0202948687105327,-0.028821553751821435,0.41048512512898827,0.4688941385655262,-0.06476556800091059,0.004575245234597098,icon+s /li
Earth,2.006994307185389,-0.035645573695092615,0.4170903671674683,0.47549938060400615,-0.05816032596243063,0.011180487273077291,Earth
/li earth,2.006994307185389,-0.035645573695092615,0.4170903671674683,0.47549938060400615,-0.05816032596243063,0.011180487273077291,/li earth
earth 100,2.043908297636783,-0.01703542213481262,0.39886479333285996,0.457273806769398,-0.07638589979703872,-0.0070450865615308954,earth 100
ic…,1.9922260222010373,-0.043385535448261264,0.42447598281191495,0.48288499624845277,-0.05077471031798388,0.018566102917523836,ic…
100 ic…,1.9922260222010373,-0.043385535448261264,0.42447598281191495,0.48288499624845277,-0.05077471031798388,0.018566102917523836,100 ic…
Over,3.0625094664242245,0.026544823678314688,-0.005506066445346099,0.052902946991191864,-0.05273377245361601,-0.010456531541594722,Over
ic… over,1.9876199581431069,-0.04583553052652545,0.4267906784746193,0.4851996919111572,-0.04846001465527959,0.020880798580228448,ic… over
"11,000",1.9823219017747948,-0.04867518067185111,0.42945976517691736,0.48786877861345535,-0.04579092795298129,0.023549885282526283,"11,000"
"over 11,000",1.9823219017747948,-0.04867518067185111,0.42945976517691736,0.48786877861345535,-0.04579092795298129,0.023549885282526283,"over 11,000"
five-star,1.9756368385836056,-0.052291625506634874,0.43283780420498613,0.49124681764152406,-0.04241288892491267,0.026927924310595038,five-star
"11,000 five-star",1.9756368385836056,-0.052291625506634874,0.43283780420498613,0.49124681764152406,-0.04241288892491267,0.026927924310595038,"11,000 five-star"
five-star assets,2.139275691558778,0.026684077397371733,0.3532612906438336,0.4116703040803717,-0.12198940248606506,-0.0526485892505573,five-star assets
Rated,1.9614564553577332,-0.06008880221650136,0.4400413137416442,0.49845032717818205,-0.03520937938825469,0.034131433847253034,Rated
assets rated,1.9614564553577332,-0.06008880221650136,0.4400413137416442,0.49845032717818205,-0.03520937938825469,0.034131433847253034,assets rated
"85,000+",1.9555963997778638,-0.06336208749471055,0.4430333897582037,0.5014424031947415,-0.03221730337169524,0.03712350986381261,"85,000+"
"rated 85,000+",1.9555963997778638,-0.06336208749471055,0.4430333897582037,0.5014424031947415,-0.03221730337169524,0.03712350986381261,"rated 85,000+"
customers,1.950915321028025,-0.06599873282551257,0.44542994265493524,0.5038389560914731,-0.029820750474963676,0.03952006276054411,customers
"85,000+ customers",1.950915321028025,-0.06599873282551257,0.44542994265493524,0.5038389560914731,-0.029820750474963676,0.03952006276054411,"85,000+ customers"
Supported,1.9451511018442076,-0.06927255822197873,0.44838893912161387,0.5067979525581516,-0.026861754008284958,0.04247905922722281,Supported
customers supported,1.9451511018442076,-0.06927255822197873,0.44838893912161387,0.5067979525581516,-0.026861754008284958,0.04247905922722281,customers supported
"100,000+",1.939162553443685,-0.07270590142152412,0.451472394103239,0.5098814075397768,-0.023778299026659813,0.045562514208847944,"100,000+"
"supported 100,000+",1.939162553443685,-0.07270590142152412,0.451472394103239,0.5098814075397768,-0.023778299026659813,0.045562514208847944,"supported 100,000+"
forum,1.9354484102347274,-0.0748519409675746,0.45338956430762795,0.5117985777441658,-0.02186112882227088,0.04747968441323696,forum
"100,000+ forum",1.9354484102347274,-0.0748519409675746,0.45338956430762795,0.5117985777441658,-0.02186112882227088,0.04747968441323696,"100,000+ forum"
members,1.9331407770472138,-0.0761917829640994,0.4545825746530012,0.5129915880895389,-0.020668118476897555,0.048672694758610156,members
forum members,1.9331407770472138,-0.0761917829640994,0.4545825746530012,0.5129915880895389,-0.020668118476897555,0.048672694758610156,forum members
Every,1.9299029482959738,-0.07808015596001108,0.45625888470261,0.5146678981391479,-0.018991808427288707,0.050349004808219,Every
members every,1.9299029482959738,-0.07808015596001108,0.45625888470261,0.5146678981391479,-0.018991808427288707,0.050349004808219,members every
asset,2.139275691558778,0.026684077397371733,0.3532612906438336,0.4116703040803717,-0.12198940248606506,-0.0526485892505573,asset
every asset,2.139275691558778,0.026684077397371733,0.3532612906438336,0.4116703040803717,-0.12198940248606506,-0.0526485892505573,every asset
moderated,1.925952597442296,-0.08039755435929136,0.458307899344852,0.51671691278139,-0.01694279378504688,0.05239801945046092,moderated
asset moderated,1.925952597442296,-0.08039755435929136,0.458307899344852,0.51671691278139,-0.01694279378504688,0.05239801945046092,asset moderated
Unity,1.9220783101089356,-0.08268484392737298,0.46032154670660863,0.5187305601431466,-0.014929146423290256,0.054411666812217485,Unity
moderated unity,1.9220783101089356,-0.08268484392737298,0.46032154670660863,0.5187305601431466,-0.014929146423290256,0.054411666812217485,moderated unity
1997,4.42698278156846,-0.008298796016756291,-0.373989663831378,-0.3155806503948399,0.048266442905404085,0.03881755020596725,1997
Acura,4.41881061411977,-0.008885053405506431,-0.3721419675517783,-0.31373295411524044,0.04925273837117888,0.03864423581441121,Acura
1997 acura,4.41881061411977,-0.008885053405506431,-0.3721419675517783,-0.31373295411524044,0.04925273837117888,0.03864423581441121,1997 acura
Integra,4.41253290781062,-0.009525071050474603,-0.37072027959434956,-0.31231126615781163,0.0504872994876444,0.0383543297193796,Integra
acura integra,4.41253290781062,-0.009525071050474603,-0.37072027959434956,-0.31231126615781163,0.0504872994876444,0.0383543297193796,acura integra
Type,4.413266302360701,-0.011100557467825576,-0.3708864729405393,-0.31247745950400146,0.05450016466102102,0.03701833563994282,Type
integra typ+e,4.413266302360701,-0.011100557467825576,-0.3708864729405393,-0.31247745950400146,0.05450016466102102,0.03701833563994282,integra typ+e
typ+e this,2.6775926426922627,-0.08240133157326113,0.12881047731154505,0.18721949074808283,0.06324145174423519,0.07584585001045889,typ+e this
this 1997,3.71432361515906,-0.027019226114246897,-0.19846799249737318,-0.14005897906083517,0.04458504791008697,0.054411557035701844,this 1997
00001—is,2.769823116282262,-0.080088307683935,0.09494513927552507,0.15335415271206299,0.07113363822766433,0.07030426353150743,00001—is
typ+e 00001—is,2.769823116282262,-0.080088307683935,0.09494513927552507,0.15335415271206299,0.07113363822766433,0.07030426353150743,typ+e 00001—is
Canadian-market,3.7614005433498057,-0.03970551354684676,-0.21106277248195157,-0.15265375904541367,0.07946339534809646,0.04174211286977107,Canadian-market
00001—is canadian-market,2.809436395542758,-0.07947324066634465,0.08074470825063962,0.13915372168717743,0.07513356589822505,0.06774123234403097,00001—is canadian-market
example,3.864733109043004,-0.04241655367492323,-0.23816402586936836,-0.1797550124328305,0.09378139080893441,0.03456517117374474,example
canadian-market example,3.864733109043004,-0.04241655367492323,-0.23816402586936836,-0.1797550124328305,0.09378139080893441,0.03456517117374474,canadian-market example
example that,3.940219099063384,-0.04295137241796252,-0.2575077301650413,-0.19909871672850335,0.10050123156563602,0.030618264173658972,example that
modified,4.037269221692691,-0.0441675181830504,-0.28183992770324917,-0.22343091426671122,0.11002054223912458,0.025246102309832024,modified
that modified,4.037269221692691,-0.0441675181830504,-0.28183992770324917,-0.22343091426671122,0.11002054223912458,0.025246102309832024,that modified
under,6.105402851303167,0.010391447793241115,-0.6954454919970406,-0.6370364785605028,0.07842413798697585,0.0013849068252271826,under
modified under,4.151089520852009,-0.04639902482164337,-0.3096422344333291,-0.25123322099679113,0.12253431400259403,0.01846458745369637,modified under
previous,4.239304397999692,-0.048767284668148836,-0.3306705982114682,-0.27226158477493034,0.13330134379536582,0.01280690253740647,previous
under previous,4.239304397999692,-0.048767284668148836,-0.3306705982114682,-0.27226158477493034,0.13330134379536582,0.01280690253740647,under previous
ownership,4.397604726130967,-0.05453155376986872,-0.36733141177259454,-0.3089223983360566,0.15511512267056213,0.0016525281690928676,ownership
previous ownership,4.397604726130967,-0.05453155376986872,-0.36733141177259454,-0.3089223983360566,0.15511512267056213,0.0016525281690928676,previous ownership
ownership with,4.631480557874973,-0.06696246572974293,-0.41914799140202125,-0.3607389779654834,0.1934887089740578,-0.017549575996375234,ownership with
Mugen-style,4.863945605218264,-0.08433915163814705,-0.4681213609656221,-0.40971234752908414,0.23870873585830285,-0.0402792586132075,Mugen-style
with mugen-style,4.863945605218264,-0.08433915163814705,-0.4681213609656221,-0.40971234752908414,0.23870873585830285,-0.0402792586132075,with mugen-style
mugen-style front,5.823887318778997,-0.1997763351464413,-0.6482393624720726,-0.5898303490355347,0.4580047685671095,-0.1664612855023985,mugen-style front
bumper,5.427237757969033,-0.09014963769162726,-0.5777017038261214,-0.5192926903895834,0.2707678808848008,-0.06319332787683452,bumper
front bumper,5.427237757969033,-0.09014963769162726,-0.5777017038261214,-0.5192926903895834,0.2707678808848008,-0.06319332787683452,front bumper
cover,5.406000998331937,-0.03257813461566735,-0.5737810320273136,-0.5153720185907757,0.152946966469057,-0.014189615439842264,cover
bumper cover,5.406000998331937,-0.03257813461566735,-0.5737810320273136,-0.5153720185907757,0.152946966469057,-0.014189615439842264,bumper cover
side,5.55098670013481,0.006737478416351596,-0.6002470952667289,-0.5418380818301911,0.06573625894445527,0.014864859773100134,side
cover side,5.55098670013481,0.006737478416351596,-0.6002470952667289,-0.5418380818301911,0.06573625894445527,0.014864859773100134,cover side
skirts,5.760962760279758,0.027349322641133673,-0.6373760061243662,-0.5789669926878283,0.020528957388736824,0.026683199430225384,skirts
side skirts,5.760962760279758,0.027349322641133673,-0.6373760061243662,-0.5789669926878283,0.020528957388736824,0.026683199430225384,side skirts
rear,6.447993913591144,0.03756234679580318,-0.7500404607838931,-0.6916314473473552,0.017564400218608143,0.01881434157071955,rear
skirts rear,6.447993913591144,0.03756234679580318,-0.7500404607838931,-0.6916314473473552,0.017564400218608143,0.01881434157071955,skirts rear
wing,7.138771906163106,0.04611324695534474,-0.8518121591215032,-0.7934031456849654,0.01486180559809494,0.011822338073597243,wing
rear wing,7.138771906163106,0.04611324695534474,-0.8518121591215032,-0.7934031456849654,0.01486180559809494,0.011822338073597243,rear wing
wing and,8.67624275019744,0.06093179940778074,-1.0468599715815792,-0.9884509581450412,0.009646997672743678,-0.0012619789814056126,wing and
and cold,23.295365598420563,0.11369785055667928,-2.0345258389347967,-1.9761168254982586,-0.015878967139065055,-0.060464861966084235,and cold
cold air,8.320041176857524,0.05790737104822959,-1.00493860346438,-0.9465295900278421,0.010769710081479719,0.0015145172147799407,cold air
intake,7.321040003814695,0.04814007707854669,-0.8770237944070814,-0.8186147809705436,0.01418967531367426,0.010107493751725448,intake
air intake,7.321040003814695,0.04814007707854669,-0.8770237944070814,-0.8186147809705436,0.01418967531367426,0.010107493751725448,air intake
Acquired,4.151770852044893,-0.007731512121607492,-0.3098063540653144,-0.2513973406287767,0.02887948321869025,0.05031572376771148,Acquired
acquired the,3.706480802693148,-0.02216233064463991,-0.19635425524077338,-0.13794524180423542,0.03163934535127804,0.05876384409781573,acquired the
seller,3.6074282845791057,-0.025813686020675578,-0.16926653143571718,-0.11085751799917937,0.032285653462151856,0.060801461217788635,seller
the seller,3.6074282845791057,-0.025813686020675578,-0.16926653143571718,-0.11085751799917937,0.032285653462151856,0.060801461217788635,the seller
2007,3.4161655626652125,-0.03341610457636396,-0.11479014107619434,-0.056381127639656275,0.03356943985313885,0.06492380582702748,2007
seller 2007,3.4161655626652125,-0.03341610457636396,-0.11479014107619434,-0.056381127639656275,0.03356943985313885,0.06492380582702748,seller 2007
2007 the,3.706480802693148,-0.02216233064463991,-0.19635425524077338,-0.13794524180423542,0.03163934535127804,0.05876384409781573,2007 the
car,3.2763724217445613,-0.039493289242012175,-0.07300824088272044,-0.014599227446182693,0.034538851869806014,0.068108028069336,car
the car,3.2763724217445613,-0.039493289242012175,-0.07300824088272044,-0.014599227446182693,0.034538851869806014,0.068108028069336,the car
finished,3.198146609487898,-0.043110572962528786,-0.048842856980474914,0.009566156456062838,0.035093219912554645,0.06995875077971325,finished
car finished,3.198146609487898,-0.043110572962528786,-0.048842856980474914,0.009566156456062838,0.035093219912554645,0.06995875077971325,car finished
Championsh…,3.0894553353585135,-0.0484222751402205,-0.014266208000535617,0.04414280543600223,0.03587808696611427,0.07261856158431593,Championsh…
finished championsh…,3.0894553353585135,-0.0484222751402205,-0.014266208000535617,0.04414280543600223,0.03587808696611427,0.07261856158431593,finished championsh…
championsh… this,3.0032612614466223,-0.05289256274127308,0.014029815132394392,0.0724388285689324,0.03651285510847243,0.07480566287409979,championsh… this
00001is,2.8583268672172384,-0.06721625563272948,0.06349215831473519,0.12190117175127312,0.052741513746446374,0.07373344476043249,00001is
typ+e 00001is,2.8583268672172384,-0.06721625563272948,0.06349215831473519,0.12190117175127312,0.052741513746446374,0.07373344476043249,typ+e 00001is
00001is canadian-market,2.835669552151313,-0.07547857608460964,0.0714505176045516,0.12985953104108935,0.06933084421168077,0.06890401604141841,00001is canadian-market
Acquire…,4.151770852044893,-0.007731512121607492,-0.3098063540653144,-0.2513973406287767,0.02887948321869025,0.05031572376771148,Acquire…
+3157,3.7628099944650515,-0.020164869929277573,-0.21143741673855446,-0.1530284033020166,0.03127726177673863,0.05763271044428203,+3157
acquire… +3157,3.7628099944650515,-0.020164869929277573,-0.21143741673855446,-0.1530284033020166,0.03127726177673863,0.05763271044428203,acquire… +3157
+3157 chars,3.6074282845791057,-0.025813686020675578,-0.16926653143571718,-0.11085751799917937,0.032285653462151856,0.060801461217788635,+3157 chars
Freeze,5.377751590164592,0.020684915109687632,-0.5685417662789972,-0.5101327528424593,0.022321377070316287,0.03155640021620728,Freeze
warning,13.025093361980288,0.10420882810775707,-1.4531491550220776,-1.3947401415855398,-0.0247231199112704,-0.049818226598240714,warning
freeze warning,5.97581255582646,0.03118047544331069,-0.6739914806803372,-0.6155824672437995,0.019067713783301462,0.023632159429465293,freeze warning
issued,17.393302432296792,0.10249132181142767,-1.7423566139385438,-1.6839476005020062,-0.010475957617733796,-0.046032373255376506,issued
warning issued,3.99064046563189,-0.012427545453424334,-0.27022313522439256,-0.2118141217878547,0.029641745756094618,0.053048414885263365,warning issued
issued for,8.222857090432388,0.05862345232414603,-0.9931891260903427,-0.9347801126538048,0.009125367284424512,0.00041749998788043484,issued for
most,10.710094705818607,0.0983250257158373,-1.2574581266693763,-1.1990491132328382,-0.025930496677734033,-0.04518120760357875,most
for most,3.5428079540426265,-0.028297144211759384,-0.15119101958163947,-0.09278200614510154,0.03271403379386717,0.062165630537839286,for most
central,14.414070216330074,0.11776532714740559,-1.554476227390316,-1.496067213953778,-0.03555337306567383,-0.07142595691138931,central
most central,3.7340067262490724,-0.02117933424418522,-0.20375324597207733,-0.14534423253553952,0.03146192052816902,0.05820866188884691,most central
Ohio,5.616909884092053,0.025549572175066662,-0.6120530695004087,-0.5536440560638708,0.020465510633257137,0.027778708571797876,Ohio
central ohio,5.616909884092053,0.025549572175066662,-0.6120530695004087,-0.5536440560638708,0.020465510633257137,0.027778708571797876,central ohio
When,4.325514960071876,-0.0028363361723274015,-0.35080259871061237,-0.29239358527407444,0.027862855678140435,0.047296654520179435,When
when the,5.465375568745982,0.02228033236201243,-0.5847042413210679,-0.5262952278845302,0.02190198587688169,0.030407713718760762,when the
the cold,19.362787546006803,0.10597428676047022,-1.849624455799994,-1.7912154423634559,-0.011341440680825642,-0.05034275789416782,the cold
wave,84.85942362891542,0.21810247934768165,-3.3272674472299424,-3.2688584337934046,-0.14957515012648667,-0.2230293786579012,wave
cold wave,77.10049124321786,0.2034138412847126,-3.231381051558331,-3.1729720381217934,-0.12586807382465037,-0.19785102355948658,cold wave
strike,4.727058490025599,0.02342435391662413,-0.43957452484041964,-0.38116551140388166,0.006624444212700307,0.02273565066939837,strike
wave strike,4.727058490025599,0.02342435391662413,-0.43957452484041964,-0.38116551140388166,0.006624444212700307,0.02273565066939837,wave strike
National,12.761590050824998,0.11234409701313758,-1.4327112817887977,-1.3743022683522597,-0.035708286737748736,-0.06218009731011814,National
the national,14.565200816275059,0.11556793519168453,-1.564906577410164,-1.5064975639736262,-0.03436223922012104,-0.06524494480403505,the national
Weather,8.144635557005929,0.07812518804132618,-0.9836308961725998,-0.925221882736062,-0.014943648814021727,-0.025356064225703873,Weather
national weather,8.144635557005929,0.07812518804132618,-0.9836308961725998,-0.925221882736062,-0.014943648814021727,-0.025356064225703873,national weather
Service,7.862035134251427,0.07545341387963352,-0.9483168953610895,-0.8899078819245516,-0.014016684946473968,-0.022634904804134978,Service
weather service,7.862035134251427,0.07545341387963352,-0.9483168953610895,-0.8899078819245516,-0.014016684946473968,-0.022634904804134978,weather service
service issued,3.3663030234156928,-0.03265417111281208,-0.10008651600045286,-0.04167750256391486,0.03076522786307764,0.06306571983398196,service issued
frost,6.041837527816613,0.03554248414169686,-0.6849795916409224,-0.6265705782043842,0.014754701398866175,0.019019233377305142,frost
issued frost,3.2496570557353506,-0.03837336921847056,-0.06482086896366122,-0.006411855527123362,0.03218772452897851,0.06633413546738089,issued frost
advisory,4.660128384812538,0.006045174575752517,-0.4253143976489864,-0.36690538421244845,0.026819534914706795,0.039770817223297374,advisory
frost advisory,3.1853436484886073,-0.04164911178890308,-0.04483157862055167,0.013577434815986082,0.032945053822164866,0.0681506092482593,frost advisory
advisory early,3.1035355589060494,-0.04595650744428663,-0.018813363986677614,0.039595649449860285,0.03388286391209296,0.07048092721845715,advisory early
Thursday,7.617156073616292,0.06729856462979199,-0.9166744808515819,-0.8582654674150441,-0.0008106010057605383,-0.020015732821750915,Thursday
early thursday,3.056623242487242,-0.048503574076910715,-0.0035821906176602973,0.05482682281887764,0.03440852514240017,0.07182908486887792,early thursday
thursday for,2.9951094967511773,-0.051935533559694894,0.01674780974875923,0.07515682318529736,0.03508523338109824,0.07361207299884764,thursday for
much,7.639583072350551,-0.04137160313256896,1.0654782148399478,-0.8612054160729181,-0.011713583170482674,-0.09875723069225208,much
for much,2.970601219417275,-0.05333367572190329,0.02496423738952993,0.08337325082606778,0.03535105319333018,0.07432774519241925,for much
much central,2.9259066529749758,-0.05593110091321133,0.04012420101494093,0.09853321445147903,0.03583050218595055,0.07564137003152992,much central
Wilmington,2.7426864256716885,-0.06729655743782145,0.10479071309715639,0.16319972653369422,0.03773063164521141,0.08116089114947968,Wilmington
service wilmington,2.7426864256716885,-0.06729655743782145,0.10479071309715639,0.16319972653369422,0.03773063164521141,0.08116089114947968,service wilmington
has,28.041714336442812,0.1128927029660168,-0.263530200858756,-2.1615555853230792,-0.04542618854708472,-0.12040724645663106,has
wilmington has,2.710947761489511,-0.06939625570564935,0.11643029925990868,0.17483931269644667,0.03805017566547491,0.0821425247180334,wilmington has
has issued,5.487141109437358,0.02291985066783396,-0.5886787742952266,-0.5302697608586888,0.021503944628153405,0.02984449695919347,has issued
freeze,6.8913958441773016,0.043592908015612886,-0.8165450538750733,-0.7581360404385354,0.01534587209654691,0.013797708304131288,freeze
issued freeze,2.677367503403119,-0.0716645316461099,0.12889456357293044,0.18730357700946837,0.03838549399465305,0.08319047450724648,issued freeze
warning for,9.949743951584743,0.08440759502080626,-1.1838182168322984,-1.1254092033957603,-0.012194213163348998,-0.02766268860268544,warning for
all central,2.620247707758706,-0.07563933177415783,0.15045974224803502,0.20886875568457286,0.03894970550157749,0.08499658092217219,all central
ohio and,2.5956652916940017,-0.07739744878580863,0.1598857422899253,0.21829475572646298,0.03919026952573303,0.08578354562176542,ohio and
parts,11.035243628987113,0.09309853832794929,-1.2873655168090263,-1.2289565033724885,-0.018001391033744495,-0.03722064278338602,parts
and part+s,2.5885458401371655,-0.07791217733239236,0.1626323341440823,0.22104134758062038,0.03925969914368938,0.08601259941942052,and part+s
Indiana,2.5732178606149865,-0.07902901380883605,0.16857139895427006,0.22698041239080785,0.03940882052321209,0.08650751905672624,Indiana
part+s indiana,2.5732178606149865,-0.07902901380883605,0.16857139895427006,0.22698041239080785,0.03940882052321209,0.08650751905672624,part+s indiana
indiana and,2.5956652916940017,-0.07739744878580863,0.1598857422899253,0.21829475572646298,0.03919026952573303,0.08578354562176542,indiana and
Kentucky,2.5541371698199513,-0.08043607911484477,0.17601413649122105,0.23442314992775917,0.03959378258660988,0.0871270619046678,Kentucky
and kentucky,2.5541371698199513,-0.08043607911484477,0.17601413649122105,0.23442314992775917,0.03959378258660988,0.0871270619046678,and kentucky
the warning,2.5322054013315265,-0.08207699298246673,0.18463797733746573,0.24304699077400363,0.03980549622302002,0.08784404100841212,the warning
issued early,2.5108452564516193,-0.08370009622244269,0.1931091484853394,0.2515181619218773,0.04001081504629407,0.08854748557652255,issued early
Oct,2.5033153676366884,-0.08427828140706983,0.19611260012555046,0.25452161356208824,0.04008299440216609,0.08879670631328196,Oct
early oct,2.5033153676366884,-0.08427828140706983,0.19611260012555046,0.25452161356208824,0.04008299440216609,0.08879670631328196,early oct
warns,3.8101510687784024,0.006322508050177388,-0.22394023845253155,-0.1655312250159938,0.002525494148755865,0.02973003709420303,warns
potential,2.4821169618609797,-0.08592321667638188,0.20461679078844533,0.2630258042249831,0.040285655118413734,0.08950188290419542,potential
